"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DEU","Germany","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2006","2006","EUR","Euro","0","Units",,,0.847698,,
"DEU","Germany","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2007","2007","EUR","Euro","0","Units",,,0.83721,,
"DEU","Germany","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2008","2008","EUR","Euro","0","Units",,,0.820401,,
"DEU","Germany","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2009","2009","EUR","Euro","0","Units",,,0.811063,,
"DEU","Germany","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2010","2010","EUR","Euro","0","Units",,,0.805052,,
"DEU","Germany","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.788739,,
"DEU","Germany","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2012","2012","EUR","Euro","0","Units",,,0.787246,,
"DEU","Germany","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2013","2013","EUR","Euro","0","Units",,,0.774784,,
"DEU","Germany","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2014","2014","EUR","Euro","0","Units",,,0.768937,,
"DEU","Germany","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2015","2015","EUR","Euro","0","Units",,,0.778122,,
"DEU","Germany","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2016","2016","EUR","Euro","0","Units",,,0.752608,,
"DEU","Germany","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2017","2017","EUR","Euro","0","Units",,,0.744783,,
"DEU","Germany","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2018","2018","EUR","Euro","0","Units",,,0.735448,,
"DEU","Germany","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2019","2019","EUR","Euro","0","Units",,,0.728253,,
"DEU","Germany","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2020","2020","EUR","Euro","0","Units",,,0.725072,,
"DEU","Germany","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2021","2021","EUR","Euro","0","Units",,,0.736463,,
"NOR","Norway","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2005","2005","NOK","Norwegian Krone","0","Units",,,9.582689,,
"NOR","Norway","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2006","2006","NOK","Norwegian Krone","0","Units",,,9.490468,,
"NOR","Norway","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2007","2007","NOK","Norwegian Krone","0","Units",,,9.318236,,
"NOR","Norway","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2008","2008","NOK","Norwegian Krone","0","Units",,,9.453047,,
"NOR","Norway","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2009","2009","NOK","Norwegian Krone","0","Units",,,9.757227,,
"NOR","Norway","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2010","2010","NOK","Norwegian Krone","0","Units",,,9.878248,,
"NOR","Norway","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2011","2011","NOK","Norwegian Krone","0","Units",,,9.980079,,
"NOR","Norway","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2012","2012","NOK","Norwegian Krone","0","Units",,,9.9516,,
"NOR","Norway","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2013","2013","NOK","Norwegian Krone","0","Units",,,9.841538,,
"NOR","Norway","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2014","2014","NOK","Norwegian Krone","0","Units",,,10.010429,,
"NOR","Norway","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2015","2015","NOK","Norwegian Krone","0","Units",,,10.607847,,
"NOR","Norway","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2016","2016","NOK","Norwegian Krone","0","Units",,,10.617244,,
"NOR","Norway","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2017","2017","NOK","Norwegian Krone","0","Units",,,10.3332,,
"NOR","Norway","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2018","2018","NOK","Norwegian Krone","0","Units",,,10.325434,,
"NOR","Norway","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2019","2019","NOK","Norwegian Krone","0","Units",,,10.377419,,
"NOR","Norway","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2020","2020","NOK","Norwegian Krone","0","Units",,,10.609547,,
"NOR","Norway","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2021","2021","NOK","Norwegian Krone","0","Units",,,10.852187,,
"ITA","Italy","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2005","2005","EUR","Euro","0","Units",,,0.858073,,
"ITA","Italy","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2006","2006","EUR","Euro","0","Units",,,0.846519,,
"ITA","Italy","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2007","2007","EUR","Euro","0","Units",,,0.834022,,
"ITA","Italy","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2008","2008","EUR","Euro","0","Units",,,0.810067,,
"ITA","Italy","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2009","2009","EUR","Euro","0","Units",,,0.813074,,
"ITA","Italy","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2010","2010","EUR","Euro","0","Units",,,0.780456,,
"ITA","Italy","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.786334,,
"ITA","Italy","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2012","2012","EUR","Euro","0","Units",,,0.78015,,
"ITA","Italy","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2013","2013","EUR","Euro","0","Units",,,0.772152,,
"ITA","Italy","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2014","2014","EUR","Euro","0","Units",,,0.781748,,
"ITA","Italy","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2015","2015","EUR","Euro","0","Units",,,0.78155,,
"ITA","Italy","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2016","2016","EUR","Euro","0","Units",,,0.745421,,
"ITA","Italy","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2017","2017","EUR","Euro","0","Units",,,0.737348,,
"ITA","Italy","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2018","2018","EUR","Euro","0","Units",,,0.728081,,
"ITA","Italy","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2019","2019","EUR","Euro","0","Units",,,0.699574,,
"ITA","Italy","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2020","2020","EUR","Euro","0","Units",,,0.692663,,
"ITA","Italy","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2021","2021","EUR","Euro","0","Units",,,0.696609,,
"CHL","Chile","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2005","2005","CLP","Chilean Peso","0","Units",,,333.69,,
"CHL","Chile","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2006","2006","CLP","Chilean Peso","0","Units",,,318.574722,,
"CHL","Chile","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2007","2007","CLP","Chilean Peso","0","Units",,,323.878962,,
"CHL","Chile","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2008","2008","CLP","Chilean Peso","0","Units",,,340.400833,,
"CHL","Chile","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2009","2009","CLP","Chilean Peso","0","Units",,,354.325885,,
"CHL","Chile","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2010","2010","CLP","Chilean Peso","0","Units",,,359.83702,,
"CHL","Chile","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","CLP","Chilean Peso","0","Units",,,348.016847,,
"CHL","Chile","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2012","2012","CLP","Chilean Peso","0","Units",,,347.228507,,
"CHL","Chile","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2013","2013","CLP","Chilean Peso","0","Units",,,349.680536,,
"CHL","Chile","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2014","2014","CLP","Chilean Peso","0","Units",,,367.213907,,
"CHL","Chile","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2015","2015","CLP","Chilean Peso","0","Units",,,391.178861,,
"CHL","Chile","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2016","2016","CLP","Chilean Peso","0","Units",,,397.250703,,
"CHL","Chile","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2017","2017","CLP","Chilean Peso","0","Units",,,397.689401,,
"CHL","Chile","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2018","2018","CLP","Chilean Peso","0","Units",,,396.229413,,
"CHL","Chile","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2019","2019","CLP","Chilean Peso","0","Units",,,401.613866,,
"CHL","Chile","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2020","2020","CLP","Chilean Peso","0","Units",,,418.420066,,
"CHL","Chile","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2021","2021","CLP","Chilean Peso","0","Units",,,435.093233,,
"CHN","China (People's Republic of)","EXC","Exchange rates, period-average","CD","National currency per US dollar","2005","2005","CNY","Yuan Renminbi","0","Units",,,8.194317,,
"CHN","China (People's Republic of)","EXC","Exchange rates, period-average","CD","National currency per US dollar","2006","2006","CNY","Yuan Renminbi","0","Units",,,7.973438,,
"CHN","China (People's Republic of)","EXC","Exchange rates, period-average","CD","National currency per US dollar","2007","2007","CNY","Yuan Renminbi","0","Units",,,7.607532,,
"CHN","China (People's Republic of)","EXC","Exchange rates, period-average","CD","National currency per US dollar","2008","2008","CNY","Yuan Renminbi","0","Units",,,6.948655,,
"CHN","China (People's Republic of)","EXC","Exchange rates, period-average","CD","National currency per US dollar","2009","2009","CNY","Yuan Renminbi","0","Units",,,6.831416,,
"CHN","China (People's Republic of)","EXC","Exchange rates, period-average","CD","National currency per US dollar","2010","2010","CNY","Yuan Renminbi","0","Units",,,6.770269,,
"CHN","China (People's Republic of)","EXC","Exchange rates, period-average","CD","National currency per US dollar","2011","2011","CNY","Yuan Renminbi","0","Units",,,6.461461,,
"CHN","China (People's Republic of)","EXC","Exchange rates, period-average","CD","National currency per US dollar","2012","2012","CNY","Yuan Renminbi","0","Units",,,6.312333,,
"CHN","China (People's Republic of)","EXC","Exchange rates, period-average","CD","National currency per US dollar","2013","2013","CNY","Yuan Renminbi","0","Units",,,6.195758,,
"CHN","China (People's Republic of)","EXC","Exchange rates, period-average","CD","National currency per US dollar","2014","2014","CNY","Yuan Renminbi","0","Units",,,6.143434,,
"CHN","China (People's Republic of)","EXC","Exchange rates, period-average","CD","National currency per US dollar","2015","2015","CNY","Yuan Renminbi","0","Units",,,6.227489,,
"CHN","China (People's Republic of)","EXC","Exchange rates, period-average","CD","National currency per US dollar","2016","2016","CNY","Yuan Renminbi","0","Units",,,6.644478,,
"CHN","China (People's Republic of)","EXC","Exchange rates, period-average","CD","National currency per US dollar","2017","2017","CNY","Yuan Renminbi","0","Units",,,6.758755,,
"CHN","China (People's Republic of)","EXC","Exchange rates, period-average","CD","National currency per US dollar","2018","2018","CNY","Yuan Renminbi","0","Units",,,6.615957,,
"CHN","China (People's Republic of)","EXC","Exchange rates, period-average","CD","National currency per US dollar","2019","2019","CNY","Yuan Renminbi","0","Units",,,6.908385,,
"CHN","China (People's Republic of)","EXC","Exchange rates, period-average","CD","National currency per US dollar","2020","2020","CNY","Yuan Renminbi","0","Units",,,6.900767,,
"CHN","China (People's Republic of)","EXC","Exchange rates, period-average","CD","National currency per US dollar","2021","2021","CNY","Yuan Renminbi","0","Units",,,6.448975,,
"CHN","China (People's Republic of)","EXC","Exchange rates, period-average","CD","National currency per US dollar","2022","2022","CNY","Yuan Renminbi","0","Units",,,6.737158,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2005","2005","EUR","Euro","0","Units",,,0.664259,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2006","2006","EUR","Euro","0","Units",,,0.640249,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2007","2007","EUR","Euro","0","Units",,,0.646745,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2008","2008","EUR","Euro","0","Units",,,0.636148,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2009","2009","EUR","Euro","0","Units",,,0.627296,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2010","2010","EUR","Euro","0","Units",,,0.623131,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.623083,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2012","2012","EUR","Euro","0","Units",,,0.605398,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2013","2013","EUR","Euro","0","Units",,,0.583607,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2014","2014","EUR","Euro","0","Units",,,0.578868,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2015","2015","EUR","Euro","0","Units",,,0.584947,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2016","2016","EUR","Euro","0","Units",,,0.571416,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2017","2017","EUR","Euro","0","Units",,,0.575688,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2018","2018","EUR","Euro","0","Units",,,0.571227,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2019","2019","EUR","Euro","0","Units",,,0.558749,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2020","2020","EUR","Euro","0","Units",,,0.557141,,
"PRT","Portugal","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2021","2021","EUR","Euro","0","Units",,,0.567802,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2005","2005","GBP","Pound Sterling","0","Units",,,0.580754,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2006","2006","GBP","Pound Sterling","0","Units",,,0.509424,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2007","2007","GBP","Pound Sterling","0","Units",,,0.499151,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2008","2008","GBP","Pound Sterling","0","Units",,,0.685965,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2009","2009","GBP","Pound Sterling","0","Units",,,0.617475,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2010","2010","GBP","Pound Sterling","0","Units",,,0.638774,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2011","2011","GBP","Pound Sterling","0","Units",,,0.646789,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2012","2012","GBP","Pound Sterling","0","Units",,,0.633714,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2013","2013","GBP","Pound Sterling","0","Units",,,0.607238,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2014","2014","GBP","Pound Sterling","0","Units",,,0.640697,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2015","2015","GBP","Pound Sterling","0","Units",,,0.674809,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2016","2016","GBP","Pound Sterling","0","Units",,,0.812876,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2017","2017","GBP","Pound Sterling","0","Units",,,0.74011,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2018","2018","GBP","Pound Sterling","0","Units",,,0.787681,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2019","2019","GBP","Pound Sterling","0","Units",,,0.762108,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2020","2020","GBP","Pound Sterling","0","Units",,,0.745156,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2021","2021","GBP","Pound Sterling","0","Units",,,0.74438,,
"GBR","United Kingdom","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2022","2022","GBP","Pound Sterling","0","Units",,,0.828638,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2005","2005","ILS","New Israeli Sheqel","0","Units",,,4.070749,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2006","2006","ILS","New Israeli Sheqel","0","Units",,,4.186659,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2007","2007","ILS","New Israeli Sheqel","0","Units",,,4.135419,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2008","2008","ILS","New Israeli Sheqel","0","Units",,,4.324834,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2009","2009","ILS","New Israeli Sheqel","0","Units",,,4.328759,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2010","2010","ILS","New Israeli Sheqel","0","Units",,,4.358398,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2011","2011","ILS","New Israeli Sheqel","0","Units",,,4.270233,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2012","2012","ILS","New Israeli Sheqel","0","Units",,,4.283958,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2013","2013","ILS","New Israeli Sheqel","0","Units",,,4.426943,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2014","2014","ILS","New Israeli Sheqel","0","Units",,,4.575621,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2015","2015","ILS","New Israeli Sheqel","0","Units",,,4.553442,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2016","2016","ILS","New Israeli Sheqel","0","Units",,,4.294673,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2017","2017","ILS","New Israeli Sheqel","0","Units",,,4.252362,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2018","2018","ILS","New Israeli Sheqel","0","Units",,,4.182192,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2019","2019","ILS","New Israeli Sheqel","0","Units",,,4.2988,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2020","2020","ILS","New Israeli Sheqel","0","Units",,,4.314631,,
"ISR","Israel","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2021","2021","ILS","New Israeli Sheqel","0","Units",,,4.269755,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2005","2005","INR","Indian Rupee","0","Units",,,45.065,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2006","2006","INR","Indian Rupee","0","Units",,,44.245,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2007","2007","INR","Indian Rupee","0","Units",,,39.415,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2008","2008","INR","Indian Rupee","0","Units",,,48.455,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2009","2009","INR","Indian Rupee","0","Units",,,46.68,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2010","2010","INR","Indian Rupee","0","Units",,,44.81,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2011","2011","INR","Indian Rupee","0","Units",,,53.26,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2012","2012","INR","Indian Rupee","0","Units",,,54.7773,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2013","2013","INR","Indian Rupee","0","Units",,,61.897,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2014","2014","INR","Indian Rupee","0","Units",,,63.3315,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2015","2015","INR","Indian Rupee","0","Units",,,66.326,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2016","2016","INR","Indian Rupee","0","Units",,,67.9547,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2017","2017","INR","Indian Rupee","0","Units",,,63.9273,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2018","2018","INR","Indian Rupee","0","Units",,,69.7923,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2019","2019","INR","Indian Rupee","0","Units",,,71.274,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2020","2020","INR","Indian Rupee","0","Units",,,73.0536,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2021","2021","INR","Indian Rupee","0","Units",,,74.3025,,
"IND","India","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2022","2022","INR","Indian Rupee","0","Units",,,82.8685,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2005","2005","EUR","Euro","0","Units",,,1.029617,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2006","2006","EUR","Euro","0","Units",,,0.985768,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2007","2007","EUR","Euro","0","Units",,,0.819702,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2008","2008","EUR","Euro","0","Units",,,0.709069,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2009","2009","EUR","Euro","0","Units",,,0.716958,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2010","2010","EUR","Euro","0","Units",,,0.754309,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.718414,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2012","2012","EUR","Euro","0","Units",,,0.778338,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2013","2013","EUR","Euro","0","Units",,,0.752945,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2014","2014","EUR","Euro","0","Units",,,0.752728,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2015","2015","EUR","Euro","0","Units",,,0.901296,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2016","2016","EUR","Euro","0","Units",,,0.903421,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2017","2017","EUR","Euro","0","Units",,,0.885206,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2018","2018","EUR","Euro","0","Units",,,0.846773,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2019","2019","EUR","Euro","0","Units",,,0.893276,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2020","2020","EUR","Euro","0","Units",,,0.875506,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2021","2021","EUR","Euro","0","Units",,,0.845494,,
"SVK","Slovak Republic","EXC","Exchange rates, period-average","CD","National currency per US dollar","2022","2022","EUR","Euro","0","Units",,,0.949624,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2005","2005","SEK","Swedish Krona","0","Units",,,9.413437,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2006","2006","SEK","Swedish Krona","0","Units",,,9.199904,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2007","2007","SEK","Swedish Krona","0","Units",,,8.996411,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2008","2008","SEK","Swedish Krona","0","Units",,,8.895745,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2009","2009","SEK","Swedish Krona","0","Units",,,9.128601,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2010","2010","SEK","Swedish Krona","0","Units",,,9.237068,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2011","2011","SEK","Swedish Krona","0","Units",,,9.215138,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2012","2012","SEK","Swedish Krona","0","Units",,,9.020202,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2013","2013","SEK","Swedish Krona","0","Units",,,9.17609,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2014","2014","SEK","Swedish Krona","0","Units",,,9.265658,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2015","2015","SEK","Swedish Krona","0","Units",,,9.387087,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2016","2016","SEK","Swedish Krona","0","Units",,,9.416745,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2017","2017","SEK","Swedish Krona","0","Units",,,9.50221,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2018","2018","SEK","Swedish Krona","0","Units",,,9.580093,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2019","2019","SEK","Swedish Krona","0","Units",,,9.439456,,
"SWE","Sweden","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2020","2020","SEK","Swedish Krona","0","Units",,,9.508398,,
